,AN1,AN2,AND,ANd,Rc1,Rc2,RcD,Rcd,Vmc,Rm1,Rm2,RmD,Rmd,Vmm,AW1,AW2,AWD,AWd,D1,D2,DD,Dd,Eea1,Eea2,EeaD,Eead,XM1,XM2,XMD,XMd,XP1,XP2,XPD,XPd,Gp1,Gp2,GpD,Gpd,Hf1,Hf2,HfD,Hfd,I11,I12,I1D,I1d,I21,I22,I2D,I2d,LP1,LP2,LPD,LPd,Tm1,Tm2,TmD,Tmd,P1,P2,PD,Pd,Cp1,Cp2,CpD,Cpd,K1,K2,KD,Kd,VEC1,VEC2,VECD,VECd,Tb1,Tb2,TbD,Tbd,sVEC1,pVEC1,dVEC1,fs,fp,fd,W1,W2,WD,Wd,Hmix,Smix/R,Smix/kb,PHSmis,PHSmix,PHSS,Phase
581,22.3129,17.1439,8.066,0.3615,0.1222,0.1179,0.0199,0.1631,0.0082,0.1164,0.1134,0.0161,0.1381,0.007,47.764,35.629,18.5338,0.388,6.4467,4.7705,2.4711,0.3833,0.3965,0.1962,0.4325,1.0909,1.8476,1.8062,0.3065,0.1659,1.9531,1.9247,0.2548,0.1305,9.576,8.9008,2.8212,0.2946,27.026,5.1456,35.2541,1.3045,8.563,8.4043,1.2756,0.149,17.5353,17.1732,2.8296,0.1614,199.1252,14.7267,573.2074,2.8786,1927.0227,1327.9316,839.8409,0.4358,3.6327,3.4276,0.7246,0.1995,22.7024,19.8974,5.513,0.2428,81.072,2.5121,32.6887,0.4032,7.048,6.5199,1.6311,0.2314,3055.8224,2256.7931,885.4392,0.2898,2.0,0.5966,4.4514,0.2838,0.0846,0.6316,4.731,4.7178,0.2219,0.0469,-35.1037,0.8511,0.3969,-29.878,-13.9313,-11.8574,0
582,22.4312,17.1836,8.0767,0.3601,0.1225,0.1181,0.02,0.1633,0.0083,0.1166,0.1136,0.0161,0.1385,0.007,48.0356,35.7158,18.5587,0.3864,6.516,4.8656,2.4296,0.3729,0.3908,0.1939,0.4337,1.1097,1.8408,1.8002,0.3042,0.1652,1.9493,1.921,0.255,0.1308,9.4883,8.8427,2.7576,0.2906,27.4524,5.7847,35.3769,1.2887,8.5319,8.3774,1.262,0.1479,17.4993,17.1369,2.8381,0.1622,169.835,14.494,529.1235,3.1155,1953.0537,1400.0296,821.0725,0.4204,3.6429,3.4356,0.726,0.1993,22.6842,19.8445,5.5556,0.2449,82.3793,2.9789,31.2802,0.3797,7.0811,6.5521,1.6232,0.2292,3096.2947,2375.0888,832.9191,0.269,2.0,0.5577,4.5234,0.2824,0.0788,0.6388,4.725,4.7121,0.2186,0.0463,-34.1822,0.8248,0.3994,-28.1921,-13.6522,-11.2598,0
583,26.878,25.9333,5.4515,0.2028,0.1483,0.1465,0.0166,0.112,0.0142,0.1391,0.1382,0.0114,0.0823,0.0115,58.9089,56.5854,12.9392,0.2196,6.7074,6.043,2.1091,0.3145,0.628,0.1534,0.5484,0.8733,1.6363,1.6149,0.1893,0.1157,1.6817,1.6555,0.2078,0.1235,7.078,5.5846,3.4117,0.482,14.8332,14.6778,1.5169,0.1023,7.2065,7.1773,0.4613,0.064,16.4037,15.7886,3.2543,0.1984,33.0568,20.2398,19.3598,0.5857,1723.9964,1669.8081,297.0746,0.1723,4.1,4.0816,0.3,0.0732,24.9284,24.92,0.4587,0.0184,170.2334,37.4676,180.7292,1.0617,7.078,5.5846,3.4117,0.482,3371.372,3292.9295,546.8168,0.1622,1.622,0.0,5.456,0.2292,0.0,0.7708,4.3924,4.3637,0.3619,0.0824,-15.1129,1.1468,0.1409,-17.331,-2.1301,-2.4427,0
584,28.2653,26.7045,7.6216,0.2696,0.1478,0.146,0.0163,0.11,0.014,0.1405,0.1394,0.0124,0.088,0.0119,62.4969,58.4197,18.9493,0.3032,6.7408,6.1046,2.0492,0.304,0.6571,0.1617,0.544,0.8279,1.6432,1.6225,0.1855,0.1129,1.6984,1.6711,0.212,0.1248,7.4933,5.7936,3.6938,0.4929,14.365,13.7782,2.366,0.1647,7.2148,7.1871,0.4484,0.0622,16.2974,15.7141,3.1831,0.1953,35.4772,21.1593,21.0734,0.594,1650.8614,1466.852,408.3563,0.2474,4.154,4.1271,0.3609,0.0869,25.0594,25.0415,0.6832,0.0273,164.0154,38.4775,176.9434,1.0788,6.8933,5.4549,3.3876,0.4914,3341.5987,3264.4685,543.0983,0.1625,1.6447,0.12,5.1286,0.2386,0.0174,0.744,4.3899,4.3629,0.351,0.08,-15.9238,1.3049,0.1611,-20.7795,-2.5654,-3.3477,0
585,27.8029,26.4424,7.0043,0.2519,0.148,0.1461,0.0164,0.1107,0.0141,0.14,0.139,0.0121,0.0863,0.0118,61.3009,57.7952,17.2642,0.2816,6.7297,6.0839,2.0694,0.3075,0.6474,0.1589,0.5457,0.8429,1.6409,1.6199,0.1868,0.1138,1.6929,1.6659,0.2108,0.1245,7.3549,5.7222,3.6075,0.4905,14.5211,14.0655,2.1325,0.1469,7.212,7.1838,0.4528,0.0628,16.3329,15.7389,3.2074,0.1964,34.6704,20.8437,20.5498,0.5927,1675.2397,1528.7907,376.5319,0.2248,4.136,4.1118,0.3428,0.0829,25.0157,25.0009,0.6206,0.0248,166.0881,38.1349,178.2384,1.0732,6.9549,5.4975,3.3968,0.4884,3351.5231,3273.9007,544.5215,0.1625,1.6371,0.08,5.2378,0.2354,0.0115,0.7531,4.3907,4.3632,0.3547,0.0808,-15.6779,1.2688,0.1549,-19.8928,-2.4288,-3.0818,0
586,23.288,14.5526,9.7888,0.4203,0.1179,0.1145,0.0186,0.1579,0.0074,0.1167,0.1134,0.0174,0.1492,0.0071,49.194,31.0263,21.0323,0.4275,7.2377,5.283,2.7663,0.3822,0.9179,0.5573,0.4099,0.4465,1.7982,1.7959,0.0632,0.0351,1.9163,1.9121,0.0867,0.0452,10.424,10.0002,1.8985,0.1821,25.435,20.5766,14.1041,0.5545,7.7746,7.7597,0.3371,0.0434,19.1253,18.6988,3.0816,0.1611,27.2227,13.9203,29.8432,1.0963,1892.27,1853.7472,299.1049,0.1581,3.608,3.3333,0.8381,0.2323,22.7631,20.3691,5.8493,0.257,78.984,61.6428,29.3617,0.3717,8.024,6.3371,2.9188,0.3638,3467.23,3405.9399,508.5786,0.1467,1.96,0.288,5.776,0.2443,0.0359,0.7198,4.9848,4.9714,0.2487,0.0499,-25.1151,1.0619,0.4635,-26.6708,-11.6399,-12.3609,0
587,33.273,26.1255,14.21,0.4271,0.1531,0.1516,0.0157,0.1023,0.0155,0.1614,0.1577,0.0252,0.156,0.0189,73.9671,54.7541,34.9345,0.4723,6.6143,3.1027,4.3169,0.6527,0.7089,0.0801,0.6957,0.9814,1.6561,1.6206,0.2298,0.1388,1.5699,1.4381,0.4255,0.271,7.193,3.7885,4.4463,0.6181,10.3149,10.0952,1.4982,0.1452,7.145,7.0727,0.6898,0.0965,17.675,16.4762,4.341,0.2456,46.3038,23.6938,58.1831,1.2566,1171.6417,1159.6067,112.9346,0.0964,4.385,4.2629,0.6832,0.1558,25.4029,25.3954,0.4368,0.0172,324.917,275.1258,118.1091,0.3635,7.193,3.7885,4.4463,0.6181,2133.846,2031.9732,441.899,0.2071,1.423,0.0,5.77,0.1978,0.0,0.8022,3.9375,3.7145,0.8743,0.2221,-21.4296,1.1554,0.5064,-24.7606,-10.8518,-12.5386,0
588,17.648,16.9359,3.3064,0.1874,0.1575,0.1527,0.026,0.1649,0.0177,0.1793,0.1752,0.0257,0.1433,0.0256,35.6776,34.4582,6.186,0.1734,1.9298,1.7998,0.5479,0.2839,0.162,0.0366,0.1926,1.1889,1.3368,1.3364,0.0236,0.0177,1.205,1.1459,0.2881,0.2391,5.696,2.7945,5.1957,0.9122,9.296,9.1834,1.0628,0.1143,6.0703,6.0697,0.06,0.0099,14.209,13.5541,3.2863,0.2313,33.2181,27.5296,11.9124,0.3586,1054.1055,1046.7008,85.8145,0.0814,3.664,3.5971,0.4723,0.1289,25.3481,25.3211,0.8167,0.0322,212.432,211.0719,17.4765,0.0823,2.336,2.2523,0.4723,0.2022,2104.91,2007.1373,488.8707,0.2323,2.0,0.336,0.0,0.8562,0.1438,0.0,3.2073,3.0749,0.6991,0.218,-17.8483,0.6383,0.4273,-11.3934,-7.627,-4.8687,0
589,49.9,32.0797,27.8279,0.5577,0.1303,0.1294,0.0101,0.0772,0.0094,0.1337,0.1326,0.0116,0.0867,0.0102,120.045,69.0428,73.1197,0.6091,12.4672,6.8103,6.7671,0.5428,1.7638,1.6232,0.506,0.2869,2.0898,2.0658,0.2247,0.1075,2.1959,2.151,0.3177,0.1447,11.6,11.4925,1.2,0.1034,20.2325,14.8684,15.1634,0.7495,8.4937,8.4368,0.695,0.0818,19.6664,19.5034,1.6779,0.0853,20.8674,17.4074,10.3658,0.4967,1408.1016,1395.5065,141.8155,0.1007,4.77,4.428,1.2236,0.2565,24.0052,23.7856,2.1491,0.0895,313.16,274.5595,91.4926,0.2922,9.6,8.1481,2.8,0.2917,3090.99,3064.1811,284.8653,0.0922,1.2,0.4,8.0,0.125,0.0417,0.8333,5.0122,4.9955,0.2899,0.0578,-21.4864,1.1879,0.1565,-25.5229,-3.3621,-3.9937,0
590,19.85,17.8187,6.2791,0.3163,0.1545,0.152,0.0197,0.1277,0.0162,0.1689,0.1637,0.0286,0.1691,0.0219,41.2131,36.3565,14.527,0.3525,3.455,2.0304,3.1794,0.9202,0.2002,0.0573,0.6246,3.119,1.5575,1.5251,0.2249,0.1444,1.318,1.2337,0.3608,0.2738,4.25,2.5143,3.8971,0.917,9.7917,9.4917,1.8894,0.193,6.9762,6.8867,0.7813,0.112,14.9258,14.2492,3.3767,0.2262,83.1538,30.0151,80.4948,0.968,1118.205,1095.7309,160.5179,0.1435,3.7,3.6364,0.4583,0.1239,25.2387,25.2223,0.6441,0.0255,237.05,208.4846,96.4798,0.407,4.25,2.5143,3.8971,0.917,1908.45,1771.9382,560.5356,0.2937,1.75,0.0,2.5,0.4118,0.0,0.5882,3.4925,3.3199,0.8053,0.2306,-9.99,1.0671,0.5955,-10.6603,-5.9487,-6.3478,0
591,22.29,20.7192,5.6059,0.2515,0.1561,0.1527,0.0225,0.1439,0.0169,0.171,0.1651,0.0307,0.1793,0.0229,46.5238,42.4611,13.5245,0.2907,3.8846,2.1671,3.2588,0.8389,0.188,0.046,0.6112,3.2505,1.5596,1.5134,0.2787,0.1787,1.3126,1.217,0.3816,0.2907,5.17,2.7772,4.4251,0.8559,9.4889,9.1462,1.99,0.2097,7.0135,6.8569,1.1091,0.1581,14.8264,14.0639,3.5725,0.241,51.6061,27.2942,55.1647,1.069,1103.3609,1063.1926,192.5819,0.1745,3.89,3.8585,0.3129,0.0804,25.4106,25.3948,0.6299,0.0248,232.15,200.9255,96.1651,0.4142,5.17,2.7772,4.4251,0.8559,1898.28,1760.4541,548.6892,0.289,1.77,0.0,3.4,0.3424,0.0,0.6576,3.4471,3.2518,0.8631,0.2504,-13.75,1.1524,0.6692,-15.846,-9.2021,-10.6048,0
592,20.0,18.1818,6.0,0.3,0.1565,0.153,0.0225,0.144,0.017,0.1766,0.1731,0.0242,0.1371,0.0243,41.1952,36.9437,13.7473,0.3337,2.71,1.891,2.2166,0.8179,-0.2062,0.0475,0.2642,1.281,1.5515,1.5051,0.2841,0.1831,1.2075,1.16,0.2559,0.2119,4.0,2.4,4.0,1.0,8.3999,8.3585,0.5656,0.0673,7.1525,6.9464,1.2884,0.1801,13.881,13.497,2.4268,0.1748,80.3406,47.9829,71.9408,0.8954,982.656,949.8907,165.4011,0.1683,3.75,3.6923,0.433,0.1155,25.5562,25.5483,0.4472,0.0175,172.2,164.5629,33.5016,0.1946,4.0,2.4,4.0,1.0,1543.25,1501.782,244.2163,0.1582,2.0,0.0,2.0,0.5,0.0,0.5,3.2655,3.1469,0.6501,0.1991,-13.78,0.9973,0.391,-13.7424,-5.3874,-5.3727,0
593,21.39,19.9427,5.3158,0.2485,0.1596,0.1568,0.0203,0.1272,0.0178,0.1739,0.1678,0.0306,0.1759,0.024,44.3639,40.7027,12.7544,0.2875,3.5694,2.0224,3.279,0.9186,0.2967,0.0419,0.5879,1.9813,1.5086,1.4742,0.2371,0.1571,1.2833,1.1886,0.3885,0.3027,4.43,2.5671,3.9956,0.9019,9.8115,9.4817,1.9742,0.2012,6.7478,6.6622,0.7778,0.1153,14.5563,13.7943,3.6385,0.25,54.8379,26.4769,59.3601,1.0825,1155.6974,1139.3131,137.9914,0.1194,3.87,3.8339,0.3363,0.0869,25.3892,25.3711,0.6733,0.0265,248.55,221.8943,93.8235,0.3775,4.43,2.5671,3.9956,0.9019,1996.99,1879.4787,525.7567,0.2633,1.73,0.0,2.7,0.3905,0.0,0.6095,3.3708,3.181,0.866,0.2569,-10.7172,0.9252,0.644,-9.916,-6.9022,-6.3862,0
594,21.05,19.5616,5.3617,0.2547,0.1598,0.1571,0.0201,0.1258,0.0179,0.1745,0.1686,0.0299,0.1716,0.0242,43.5791,39.8779,12.7573,0.2927,3.425,1.9852,3.1964,0.9333,0.264,0.042,0.5802,2.1976,1.505,1.4717,0.2332,0.1549,1.2715,1.1819,0.3784,0.2976,4.25,2.5143,3.8971,0.917,9.7296,9.4191,1.9224,0.1976,6.7462,6.661,0.7759,0.115,14.4512,13.729,3.546,0.2454,58.6954,27.6382,62.6201,1.0669,1147.005,1130.3819,138.6758,0.1209,3.85,3.8095,0.3571,0.0927,25.3977,25.3802,0.6638,0.0261,243.65,218.1035,92.1158,0.3781,4.25,2.5143,3.8971,0.917,1967.55,1852.9498,519.1707,0.2639,1.75,0.0,2.5,0.4118,0.0,0.5882,3.35,3.1688,0.846,0.2526,-10.41,0.9376,0.6126,-9.7608,-6.3768,-5.9791,0
595,19.5,17.9104,5.5453,0.2844,0.1591,0.156,0.0214,0.1347,0.0178,0.1795,0.1763,0.023,0.1283,0.0254,39.93,36.2963,12.5779,0.315,2.43,1.8041,1.9804,0.815,-0.175,0.0432,0.2525,1.4428,1.5155,1.4754,0.2649,0.1748,1.175,1.1341,0.2383,0.2028,3.5,2.2857,3.5707,1.0202,8.4608,8.4271,0.509,0.0602,6.9884,6.8112,1.1983,0.1715,13.5763,13.2416,2.2727,0.1674,80.8695,48.9402,71.6151,0.8856,1003.7795,975.2232,153.5733,0.153,3.75,3.6923,0.433,0.1155,25.5831,25.575,0.4526,0.0177,176.4,169.6161,31.3917,0.178,3.5,2.2857,3.5707,1.0202,1572.1,1533.8288,233.4627,0.1485,2.0,0.0,1.5,0.5714,0.0,0.4286,3.186,3.0808,0.615,0.193,-12.12,0.9376,0.3427,-11.3642,-4.1539,-3.8949,0
596,21.0,19.9085,4.6476,0.2213,0.1637,0.1612,0.0189,0.1156,0.0191,0.1799,0.1745,0.0283,0.1574,0.0261,43.1943,40.4406,11.1945,0.2592,3.044,1.8715,2.9586,0.9719,0.2247,0.0358,0.521,2.3188,1.461,1.4321,0.2203,0.1508,1.211,1.1343,0.3565,0.2944,3.8,2.3913,3.6,0.9474,9.4834,9.2199,1.7875,0.1885,6.5889,6.5157,0.7272,0.1104,13.8719,13.2498,3.3439,0.2411,52.0336,29.3044,52.2458,1.0041,1144.474,1132.0626,120.828,0.1056,3.9,3.871,0.3,0.0769,25.5252,25.5094,0.6267,0.0246,235.8,215.5275,83.6191,0.3546,3.8,2.3913,3.6,0.9474,1933.35,1844.0833,465.7188,0.2409,1.8,0.0,2.0,0.4737,0.0,0.5263,3.203,3.0471,0.7995,0.2496,-9.2,0.8018,0.5154,-7.3767,-4.7417,-3.802,0
597,40.95,28.0819,19.5895,0.4784,0.1689,0.1593,0.039,0.2312,0.0233,0.1617,0.1581,0.0235,0.1454,0.0188,96.5184,61.2061,49.7161,0.5151,6.1905,5.098,2.1828,0.3526,0.6689,0.5867,0.2892,0.4323,1.433,1.4076,0.21,0.1465,1.3985,1.3305,0.3227,0.2308,7.1,4.5301,4.5815,0.6453,8.3105,7.1825,3.2401,0.3899,6.0882,5.9899,0.8396,0.1379,14.751,13.5734,4.3045,0.2918,20.9552,18.8895,6.1003,0.2911,1092.404,1075.2373,143.9527,0.1318,4.85,4.4444,1.3143,0.271,25.755,25.6874,1.3125,0.051,145.72,20.0806,158.2391,1.0859,4.6,3.5106,3.2,0.6957,3308.95,3245.8851,450.4047,0.1361,1.8,0.25,2.55,0.3913,0.0543,0.5543,3.5275,3.3484,0.8221,0.233,-30.34,0.9973,0.4403,-30.2572,-13.3577,-13.3212,0
598,44.7,35.0814,16.8467,0.3769,0.1733,0.1642,0.0377,0.2177,0.0248,0.1618,0.1574,0.0257,0.1589,0.0191,105.3463,77.8847,43.6642,0.4145,7.014,6.2806,1.7349,0.2473,0.7482,0.6528,0.3055,0.4083,1.475,1.4408,0.2397,0.1625,1.404,1.3237,0.357,0.2543,6.3,4.2395,4.1,0.6508,8.712,7.1323,4.2674,0.4898,6.2312,6.0974,0.9689,0.1555,14.2877,13.1917,4.2115,0.2948,20.8785,18.1819,6.7784,0.3247,1178.606,1144.1494,223.4934,0.1896,5.1,4.8,1.1358,0.2227,26.079,26.026,1.1555,0.0443,119.81,18.2967,155.9593,1.3017,5.3,3.8239,3.5228,0.6647,3394.55,3342.2352,406.5381,0.1198,1.8,0.1,3.4,0.3396,0.0189,0.6415,3.554,3.332,0.9481,0.2668,-26.56,1.0889,0.5254,-28.9212,-13.9558,-15.1965,0
599,42.8,30.1779,19.1353,0.4471,0.1718,0.1618,0.0395,0.2297,0.0245,0.1632,0.1592,0.0244,0.1494,0.0194,101.2525,66.2765,48.6584,0.4806,6.374,5.3974,2.0074,0.3149,0.561,0.5504,0.0733,0.1307,1.414,1.3947,0.1795,0.127,1.37,1.3049,0.3179,0.232,6.2,4.2086,4.1183,0.6642,8.672,7.1033,4.2885,0.4945,6.0968,5.984,0.9087,0.1491,13.7114,12.9089,3.5084,0.2559,23.441,22.6683,3.8876,0.1658,1181.214,1124.7509,298.0676,0.2523,5.0,4.6154,1.2649,0.253,25.966,25.9085,1.2084,0.0465,74.24,18.026,88.3187,1.1896,4.2,3.4615,2.4,0.5714,3428.15,3383.1344,375.5827,0.1096,2.0,0.2,2.0,0.4762,0.0476,0.4762,3.458,3.2833,0.8219,0.2377,-29.92,0.9503,0.4642,-28.4321,-13.8901,-13.1993,0
600,47.71,37.5286,16.2556,0.3407,0.1812,0.173,0.0349,0.1929,0.0275,0.1677,0.1641,0.0229,0.1364,0.0208,113.5069,84.4237,41.7338,0.3677,6.7828,6.1335,1.6028,0.2363,0.6711,0.6265,0.2994,0.4461,1.4259,1.3987,0.2183,0.1531,1.3225,1.2608,0.3184,0.2408,5.61,3.859,4.0197,0.7165,7.4537,6.519,3.1379,0.421,6.0378,5.9263,0.9103,0.1508,13.5358,12.5701,4.0742,0.301,22.6212,20.4014,5.9924,0.2649,1105.9551,1090.7054,133.16,0.1204,5.3,5.0,1.1,0.2075,26.1755,26.1206,1.1738,0.0448,109.03,16.0294,156.5474,1.4358,4.61,3.5116,3.2215,0.6988,3431.0,3336.9924,464.5973,0.1354,1.81,0.1,2.7,0.3926,0.0217,0.5857,3.315,3.1584,0.7977,0.2406,-22.7444,0.8415,0.3874,-19.1399,-8.8112,-7.4148,0
601,47.5,37.169,16.5,0.3474,0.1797,0.1703,0.0371,0.2066,0.0272,0.167,0.1629,0.0242,0.1448,0.0207,112.518,82.5789,42.9444,0.3817,6.789,6.1385,1.6011,0.2358,0.6737,0.6128,0.245,0.3637,1.418,1.3942,0.2018,0.1423,1.327,1.2629,0.3255,0.2453,5.4,3.831,3.747,0.6939,8.395,6.715,4.8036,0.5722,6.0039,5.9081,0.8287,0.138,13.1344,12.4004,3.444,0.2622,22.213,19.5231,6.4069,0.2884,1186.682,1138.6973,273.6495,0.2306,5.3,5.0,1.1,0.2075,26.492,26.4637,0.8375,0.0316,49.82,15.6176,69.7935,1.4009,4.4,3.4884,2.8,0.6364,3517.75,3484.8867,319.6796,0.0909,2.0,0.1,2.3,0.4545,0.0227,0.5227,3.409,3.1979,0.9627,0.2824,-28.08,0.8018,0.4361,-22.5151,-12.2468,-9.8197,0
602,46.75,34.5249,17.6688,0.3779,0.1795,0.17,0.0374,0.2081,0.0272,0.1679,0.1643,0.0228,0.1361,0.0209,110.9324,76.2726,45.4167,0.4094,6.479,5.6881,1.7552,0.2709,0.6375,0.5868,0.2235,0.3506,1.3955,1.3769,0.1796,0.1287,1.312,1.2552,0.3046,0.2321,5.55,3.8481,3.9809,0.7173,8.061,6.636,4.374,0.5426,5.9212,5.8456,0.7389,0.1248,13.1674,12.4153,3.4949,0.2654,22.4969,20.1514,6.0079,0.2671,1146.948,1107.6314,248.7,0.2168,5.25,4.898,1.1779,0.2244,26.3985,26.3604,0.9729,0.0369,57.135,15.701,80.535,1.4096,4.05,3.352,2.4995,0.6172,3498.05,3458.1997,350.1911,0.1001,2.0,0.15,1.9,0.4938,0.037,0.4691,3.361,3.1754,0.8964,0.2667,-29.7,0.8188,0.3853,-24.3186,-11.4421,-9.3689,0
603,31.47,30.3996,5.9354,0.1886,0.1467,0.1439,0.0207,0.1408,0.014,0.139,0.1374,0.0151,0.1085,0.0116,69.6507,66.7163,14.8391,0.2131,7.7748,7.3928,1.5381,0.1978,0.8689,0.3999,0.4404,0.5068,1.6991,1.6798,0.1773,0.1044,1.6943,1.6504,0.261,0.1541,8.07,6.4215,3.3384,0.4137,15.0196,14.7753,1.9192,0.1278,7.2974,7.2613,0.5056,0.0693,17.2056,16.5358,3.2894,0.1912,26.2142,16.6762,17.8943,0.6826,1695.3714,1629.0249,340.4962,0.2008,4.3,4.2553,0.4583,0.1066,24.9899,24.9766,0.5791,0.0232,209.261,49.0498,181.8194,0.8689,8.07,6.4215,3.3384,0.4137,3507.38,3347.3981,800.0676,0.2281,1.53,0.0,6.54,0.1896,0.0,0.8104,4.4885,4.4517,0.4057,0.0904,-23.1504,1.2115,0.2448,-28.0476,-5.668,-6.8669,0
604,27.75,26.6812,5.6646,0.2041,0.1442,0.1425,0.016,0.1109,0.013,0.1357,0.1349,0.0101,0.0745,0.0106,60.8083,58.1418,13.4175,0.2207,7.3147,6.5398,2.1143,0.289,0.7988,0.2018,0.5302,0.6637,1.6899,1.6695,0.1823,0.1079,1.7409,1.7201,0.1855,0.1066,7.95,6.3516,3.3745,0.4245,15.7541,14.9349,4.9916,0.3168,7.3169,7.2876,0.4602,0.0629,17.1732,16.5678,3.1737,0.1848,26.6609,17.0401,18.5352,0.6952,1717.7114,1635.1528,409.5285,0.2384,4.1,4.0761,0.3317,0.0809,24.7689,24.7475,0.6892,0.0278,209.41,49.9962,181.6742,0.8676,7.85,6.2803,3.3418,0.4257,3339.48,3238.7991,645.8621,0.1934,1.45,0.02,6.38,0.1847,0.0025,0.8127,4.4785,4.4517,0.3477,0.0776,-12.1492,1.2761,0.1154,-15.5034,-1.4016,-1.7886,0
605,23.449,21.0041,6.6255,0.2825,0.1457,0.1435,0.0189,0.1297,0.0136,0.1527,0.1474,0.03,0.1962,0.0167,49.9974,43.7133,15.7176,0.3144,5.6203,2.918,3.6557,0.6504,0.6076,0.0917,0.7019,1.1551,1.6726,1.6383,0.226,0.1351,1.5469,1.4311,0.3998,0.2584,6.905,3.6095,4.4817,0.6491,11.0733,10.632,2.1677,0.1958,7.2711,7.1941,0.7103,0.0977,17.0366,16.1397,3.7134,0.218,55.1163,18.7465,71.7168,1.3012,1212.4339,1185.7408,171.249,0.1412,3.818,3.7712,0.3858,0.1011,24.9246,24.9087,0.6356,0.0255,301.537,257.0186,109.8232,0.3642,6.905,3.6095,4.4817,0.6491,2272.952,2078.5302,628.9173,0.2767,1.455,0.0,5.45,0.2107,0.0,0.7893,3.9675,3.7534,0.861,0.217,-10.1196,0.9953,0.8014,-10.0721,-8.1097,-8.0716,0
606,33.725,32.898,5.4036,0.1602,0.15,0.1471,0.0215,0.1435,0.015,0.1419,0.1402,0.0159,0.1122,0.0124,75.4636,73.1391,13.5833,0.18,7.8468,7.6454,1.2343,0.1573,0.8747,0.6738,0.3994,0.4567,1.685,1.6645,0.1833,0.1088,1.6555,1.6056,0.2802,0.1692,8.075,6.3222,3.517,0.4355,14.4998,13.9342,2.3641,0.163,7.2187,7.1726,0.5692,0.0789,17.2677,16.4987,3.5294,0.2044,28.5203,17.9597,19.1177,0.6703,1658.8101,1454.9445,435.2288,0.2624,4.425,4.3716,0.4943,0.1117,24.8665,24.8574,0.4777,0.0192,231.2125,48.2863,187.7273,0.8119,7.825,6.0759,3.5135,0.449,3611.175,3391.4886,922.4089,0.2554,1.45,0.025,6.35,0.1853,0.0032,0.8115,4.3913,4.3639,0.3435,0.0782,-23.15,0.7847,0.2619,-18.1656,-6.0639,-4.7583,0
607,33.225,32.4512,5.2654,0.1585,0.1476,0.1447,0.0213,0.1444,0.0143,0.1406,0.1389,0.0155,0.1102,0.0121,74.2341,72.0646,13.2268,0.1782,7.8925,7.6835,1.2483,0.1582,0.8947,0.6911,0.397,0.4437,1.691,1.6695,0.1867,0.1104,1.6817,1.6334,0.2731,0.1624,8.475,6.6725,3.4928,0.4121,14.1207,13.2987,2.6823,0.19,7.2302,7.1795,0.592,0.0819,17.6298,16.874,3.4605,0.1963,28.4833,17.534,20.5734,0.7223,1593.9197,1307.5982,471.6209,0.2959,4.375,4.3243,0.4841,0.1107,24.856,24.8462,0.4951,0.0199,241.1175,52.1233,186.0069,0.7714,7.975,6.1467,3.5248,0.442,3509.875,3299.3823,911.2808,0.2596,1.425,0.05,6.5,0.1787,0.0063,0.815,4.415,4.3888,0.3356,0.076,-22.7225,0.8358,0.2527,-18.9913,-5.741,-4.7983,0
608,22.26,13.6811,9.6629,0.4341,0.1245,0.1189,0.0256,0.2057,0.0091,0.1182,0.1134,0.0233,0.1973,0.0077,48.0634,29.5196,21.2515,0.4422,6.5009,5.0456,2.3664,0.364,0.2404,0.1851,0.2185,0.9089,1.6894,1.6842,0.0879,0.052,1.8436,1.8204,0.1793,0.0973,8.9,7.9572,2.5278,0.284,21.8475,16.3778,15.0913,0.6908,7.8756,7.844,0.4556,0.0579,18.0223,17.3033,3.9321,0.2182,31.3591,15.1346,32.181,1.0262,1924.64,1901.6347,226.1654,0.1175,3.62,3.3113,0.892,0.2464,22.1514,19.7177,5.8886,0.2658,65.241,48.681,25.3482,0.3885,6.7,5.492,2.3473,0.3503,3399.77,3350.415,439.4508,0.1293,2.0,0.22,4.48,0.2985,0.0328,0.6687,4.604,4.5565,0.3959,0.086,-19.8264,0.92,0.8104,-18.2407,-16.0679,-14.7828,0
609,23.03,17.4879,8.148,0.3538,0.1238,0.1195,0.0202,0.1632,0.0085,0.1172,0.1143,0.0161,0.1376,0.0071,49.4903,36.6362,18.4371,0.3725,6.5748,4.8725,2.4869,0.3782,0.3725,0.1995,0.3769,1.0117,1.8327,1.7939,0.2961,0.1616,1.9491,1.9238,0.2405,0.1234,9.41,8.7135,2.8882,0.3069,24.0128,4.2174,31.9271,1.3296,8.5061,8.345,1.2728,0.1496,17.5591,17.1934,2.8436,0.1619,256.6289,14.963,647.7536,2.5241,1893.724,1215.6105,849.4431,0.4486,3.69,3.4783,0.7442,0.2017,22.9725,20.4417,5.2082,0.2267,74.7812,1.9168,33.4753,0.4476,7.01,6.5041,1.5968,0.2278,3054.4,2076.6542,1058.9175,0.3467,1.95,0.58,4.48,0.2782,0.0827,0.6391,4.7205,4.712,0.2008,0.0425,-34.6672,0.9895,0.3938,-34.3044,-13.651,-13.5082,0
